id,airline,flight_number,departure_airport,arrival_airport,departure_time,arrival_time,departure_gate,arrival_gate
36455,UA,1684,SFO,LIH,2024-07-09 16:37:00,2024-07-09 19:12:00,D17,B15
36456,VX,27,JFK,SFO,2024-07-09 18:38:00,2024-07-09 22:54:00,B19,B18
36457,OO,6245,SFO,BUR,2024-07-09 16:40:00,2024-07-09 17:57:00,E25,B8
36458,UA,529,SNA,SFO,2024-07-09 16:50:00,2024-07-09 18:10:00,E39,C46
36459,AA,37,DFW,SFO,2024-07-09 17:29:00,2024-07-09 19:33:00,E24,A39
36460,VX,963,SAN,SFO,2024-07-09 17:34:00,2024-07-09 19:05:00,C46,A12
36461,AA,1624,ORD,SFO,2024-07-09 19:44:00,2024-07-09 22:25:00,A27,C8
36462,AA,686,PHX,SFO,2024-07-09 17:57:00,2024-07-09 20:20:00,C27,B40
36463,DL,2772,LAX,SFO,2024-07-09 23:44:00,2024-07-10 01:05:00,A35,A15
36464,OO,5363,ONT,SFO,2024-07-09 17:13:00,2024-07-09 18:33:00,C27,E22
36465,OO,6530,SFO,MCI,2024-07-09 17:11:00,2024-07-09 22:44:00,A35,E2
36466,UA,258,SFO,MSP,2024-07-09 17:19:00,2024-07-09 22:55:00,D41,B9
36467,WN,3951,STL,SFO,2024-07-09 18:00:00,2024-07-09 19:55:00,C45,A39
36468,UA,401,IAH,SFO,2024-07-09 18:03:00,2024-07-09 20:26:00,B20,B35
36469,OO,6290,BFL,SFO,2024-07-09 17:24:00,2024-07-09 19:17:00,C10,B7
36470,UA,427,SFO,OGG,2024-07-09 17:39:00,2024-07-09 19:57:00,D49,C4
36471,VX,221,AUS,SFO,2024-07-09 18:17:00,2024-07-09 20:13:00,C13,E34
36472,OO,5400,SFO,RDM,2024-07-09 17:39:00,2024-07-09 19:17:00,D45,B50
36473,OO,6294,MFR,SFO,2024-07-09 18:35:00,2024-07-09 19:58:00,E9,D21
36474,WN,4840,SAN,SFO,2024-07-09 19:27:00,2024-07-09 21:09:00,D6,D46
36475,DL,431,JFK,SFO,2024-07-09 18:06:00,2024-07-09 23:01:00,A46,C47
36476,UA,1907,BOS,SFO,2024-07-09 18:18:00,2024-07-09 22:00:00,E32,D10
36477,WN,4735,SFO,LAX,2024-07-09 18:36:00,2024-07-09 20:18:00,A44,D49
36478,AS,304,SEA,SFO,2024-07-09 19:24:00,2024-07-09 21:48:00,E24,D37
36479,AS,386,PDX,SFO,2024-07-09 20:10:00,2024-07-09 22:04:00,C48,D45
36480,VX,941,LAX,SFO,2024-07-09 18:49:00,2024-07-09 20:02:00,C6,A46
36481,B6,188,SFO,LAS,2024-07-09 20:01:00,2024-07-09 21:41:00,E46,B31
36482,VX,211,ORD,SFO,2024-07-09 19:41:00,2024-07-09 22:24:00,E19,D8
36483,OO,5648,BUR,SFO,2024-07-09 18:59:00,2024-07-09 20:25:00,E42,B10
36484,UA,569,SFO,AUS,2024-07-09 22:30:00,2024-07-10 03:52:00,A2,E1
36485,OO,6407,SFO,SNA,2024-07-09 18:46:00,2024-07-09 20:14:00,B48,E9
36486,VX,77,IAD,SFO,2024-07-09 18:52:00,2024-07-09 21:31:00,E43,C33
36487,OO,6220,DFW,SFO,2024-07-09 19:42:00,2024-07-09 21:52:00,C22,E11
36488,UA,1192,SFO,LAX,2024-07-09 20:59:00,2024-07-09 22:19:00,E14,E34
36489,B6,1635,SFO,LGB,2024-07-09 19:27:00,2024-07-09 20:45:00,E30,B8
36490,UA,522,CLE,SFO,2024-07-09 19:41:00,2024-07-09 22:05:00,C14,E50
36491,UA,394,SFO,LAS,2024-07-09 19:17:00,2024-07-09 20:47:00,C12,C10
36492,UA,492,DEN,SFO,2024-07-09 20:37:00,2024-07-09 22:09:00,C26,C24
36493,WN,2336,MKE,SFO,2024-07-09 20:36:00,2024-07-09 22:55:00,E50,C45
36494,OO,5443,RDM,SFO,2024-07-09 20:50:00,2024-07-09 22:45:00,A50,D5
36495,DL,435,JFK,SFO,2024-07-09 20:40:00,2024-07-10 00:22:00,A36,B19
36496,OO,6293,ACV,SFO,2024-07-09 20:01:00,2024-07-09 21:02:00,A12,D28
36497,WN,135,SFO,DEN,2024-07-09 21:04:00,2024-07-10 00:18:00,E24,C26
36498,UA,1984,SFO,PDX,2024-07-09 21:13:00,2024-07-09 22:53:00,D28,D8
36499,AA,1226,LAX,SFO,2024-07-09 20:33:00,2024-07-09 22:04:00,D32,B36
36500,UA,1497,SFO,SEA,2024-07-09 21:24:00,2024-07-09 23:25:00,E7,C32
36501,AA,635,SFO,PHX,2024-07-09 21:03:00,2024-07-09 23:08:00,C46,E47
36502,UA,691,SFO,SAN,2024-07-09 21:11:00,2024-07-09 22:38:00,C23,C30
36503,VX,752,SFO,SEA,2024-07-09 21:05:00,2024-07-09 22:59:00,D43,B32
36504,UA,1600,LAX,SFO,2024-07-09 20:47:00,2024-07-09 22:16:00,C21,A22
36505,AA,218,SFO,LAX,2024-07-09 21:52:00,2024-07-09 23:27:00,D33,E33
36506,UA,1724,KOA,SFO,2024-07-09 20:53:00,2024-07-10 04:50:00,E48,B32
36507,OO,6503,SFO,EUG,2024-07-09 21:07:00,2024-07-09 22:52:00,C20,C36
36508,WN,48,SNA,SFO,2024-07-09 21:25:00,2024-07-09 22:49:00,C45,E19
36509,UA,1523,SFO,SEA,2024-07-09 21:37:00,2024-07-09 23:39:00,C49,D27
36510,AS,300,SEA,SFO,2024-07-09 21:41:00,2024-07-09 23:41:00,C43,A1
36511,UA,1575,HNL,SFO,2024-07-09 21:53:00,2024-07-10 05:58:00,B32,B45
36512,WN,298,SFO,PHX,2024-07-09 22:46:00,2024-07-10 00:24:00,E43,B16
36513,UA,1608,SFO,EWR,2024-07-09 22:35:00,2024-07-10 06:52:00,A2,E10
36514,UA,401,SFO,CLE,2024-07-09 23:04:00,2024-07-10 06:37:00,D35,E36
36515,UA,824,SFO,JFK,2024-07-09 22:26:00,2024-07-10 06:49:00,B15,B40
36516,OO,5648,SFO,SBA,2024-07-09 22:37:00,2024-07-09 23:55:00,B31,D22
36517,AA,590,PHX,SFO,2024-07-09 22:58:00,2024-07-10 01:17:00,C33,D22
36518,UA,1780,SFO,SEA,2024-07-09 22:53:00,2024-07-10 00:52:00,B33,E18
36519,VX,34,SFO,JFK,2024-07-09 23:11:00,2024-07-10 07:51:00,D8,B40
36520,UA,1118,SFO,EWR,2024-07-09 01:41:00,2024-07-09 09:47:00,D38,D32
36521,AA,73,SFO,ORD,2024-07-10 04:57:00,2024-07-10 11:03:00,C3,C43
36522,OO,5467,ONT,SFO,2024-07-10 04:54:00,2024-07-10 06:11:00,C27,C26
36523,UA,1725,SEA,SFO,2024-07-10 06:07:00,2024-07-10 08:04:00,A42,E5
36524,WN,569,SFO,MDW,2024-07-10 05:32:00,2024-07-10 11:29:00,A35,D45
36525,UA,1593,SFO,EWR,2024-07-10 05:59:00,2024-07-10 14:22:00,B5,E32
36526,UA,1122,BOS,SFO,2024-07-10 06:00:00,2024-07-10 09:13:00,E3,A5
36527,UA,1135,IAD,SFO,2024-07-10 05:59:00,2024-07-10 08:46:00,E49,B15
36528,WN,925,SFO,MKE,2024-07-10 05:58:00,2024-07-10 11:51:00,D10,A24
36529,AS,320,SEA,SFO,2024-07-10 06:05:00,2024-07-10 08:12:00,E20,D22
36530,UA,653,PHL,SFO,2024-07-10 06:28:00,2024-07-10 09:17:00,D34,E17
36531,VX,22,PDX,SFO,2024-07-10 06:41:00,2024-07-10 08:20:00,C28,A28
36532,AA,1289,SFO,DFW,2024-07-10 06:38:00,2024-07-10 11:58:00,B8,D16
36533,DL,854,SFO,DTW,2024-07-10 06:35:00,2024-07-10 14:05:00,A45,E3
36534,OO,5194,LAX,SFO,2024-07-10 06:49:00,2024-07-10 08:27:00,A30,A6
36535,UA,727,ORD,SFO,2024-07-10 06:57:00,2024-07-10 09:45:00,E28,C32
36536,UA,1563,SFO,ORD,2024-07-10 07:01:00,2024-07-10 13:12:00,A12,A47
36537,VX,352,SAN,SFO,2024-07-10 06:59:00,2024-07-10 08:35:00,C37,C13
36538,VX,751,SEA,SFO,2024-07-10 07:20:00,2024-07-10 09:16:00,E8,C23
36539,UA,1060,RDU,SFO,2024-07-10 07:03:00,2024-07-10 09:37:00,A37,C37
36540,OO,6291,SFO,BUR,2024-07-10 06:57:00,2024-07-10 08:15:00,C8,B33
36541,UA,662,SAN,SFO,2024-07-10 07:00:00,2024-07-10 08:59:00,A39,A40
36542,UA,1950,MCO,SFO,2024-07-10 08:02:00,2024-07-10 10:45:00,A25,E42
36543,VX,710,SFO,DAL,2024-07-10 07:08:00,2024-07-10 12:30:00,A14,B13
36544,WN,1103,SFO,PHX,2024-07-10 07:11:00,2024-07-10 08:55:00,C37,E18
36545,OO,6307,MSP,SFO,2024-07-10 07:08:00,2024-07-10 09:06:00,B38,D35
36546,UA,1754,FLL,SFO,2024-07-10 07:32:00,2024-07-10 10:22:00,B9,A5
36547,UA,1900,ATL,SFO,2024-07-10 07:39:00,2024-07-10 09:45:00,A21,B43
36548,OO,5398,SFO,SMF,2024-07-10 07:44:00,2024-07-10 08:21:00,A17,E6
36549,OO,6373,SFO,DFW,2024-07-10 07:49:00,2024-07-10 13:26:00,C50,B2
36550,AA,574,PHL,SFO,2024-07-10 07:44:00,2024-07-10 11:01:00,E13,A20
36551,UA,358,AUS,SFO,2024-07-10 07:48:00,2024-07-10 09:39:00,C49,D43
36552,UA,1922,SFO,EWR,2024-07-10 07:56:00,2024-07-10 16:14:00,C34,C16
36553,VX,713,DAL,SFO,2024-07-10 08:05:00,2024-07-10 09:43:00,B1,A23
36554,OO,5539,SFO,SLC,2024-07-10 08:14:00,2024-07-10 11:08:00,E44,D46
36555,AA,36,SFO,DFW,2024-07-10 08:22:00,2024-07-10 13:46:00,A50,C36
36556,UA,322,SNA,SFO,2024-07-10 08:23:00,2024-07-10 09:57:00,B20,A40
36557,DL,414,SFO,JFK,2024-07-10 08:29:00,2024-07-10 16:52:00,B49,C23
36558,UA,541,JFK,SFO,2024-07-10 08:27:00,2024-07-10 11:56:00,A47,B47
36559,UA,1178,EWR,SFO,2024-07-10 08:32:00,2024-07-10 11:33:00,A9,E44
36560,UA,205,SFO,PDX,2024-07-10 09:35:00,2024-07-10 11:16:00,B42,C28
36561,UA,898,SFO,JFK,2024-07-10 08:37:00,2024-07-10 17:15:00,A37,E2
36562,OO,6340,SFO,MSP,2024-07-10 08:36:00,2024-07-10 14:33:00,B48,B15
36563,WN,1728,SFO,LAS,2024-07-10 08:51:00,2024-07-10 10:26:00,D18,C42
36564,F9,1106,SFO,IAH,2024-07-10 08:56:00,2024-07-10 14:51:00,D37,B21
36565,OO,5640,SFO,SBA,2024-07-10 08:45:00,2024-07-10 10:15:00,B23,D9
36566,OO,5655,BUR,SFO,2024-07-10 10:26:00,2024-07-10 11:46:00,D33,B7
36567,OO,6382,SFO,BOI,2024-07-10 09:03:00,2024-07-10 11:38:00,A31,D49
36568,UA,821,ORD,SFO,2024-07-10 10:45:00,2024-07-10 13:26:00,C43,D48
36569,AA,169,SFO,LAX,2024-07-10 09:11:00,2024-07-10 10:32:00,A18,E33
36570,OO,6403,SFO,PHX,2024-07-10 09:28:00,2024-07-10 11:35:00,E33,E21
36571,AA,1954,SFO,PHX,2024-07-10 10:58:00,2024-07-10 12:49:00,A11,E27
36572,AA,342,SFO,ORD,2024-07-10 09:32:00,2024-07-10 15:39:00,C12,C3
36573,OO,6235,SFO,BUR,2024-07-10 09:14:00,2024-07-10 10:35:00,B30,E43
36574,HA,11,SFO,HNL,2024-07-10 09:28:00,2024-07-10 12:18:00,E3,B9
36575,OO,6349,SNA,SFO,2024-07-10 11:24:00,2024-07-10 12:56:00,C14,D33
36576,UA,1660,SFO,DEN,2024-07-10 11:08:00,2024-07-10 14:35:00,B12,E9
36577,VX,84,SFO,IAD,2024-07-10 09:41:00,2024-07-10 17:52:00,C36,A11
36578,VX,953,SAN,SFO,2024-07-10 10:30:00,2024-07-10 12:01:00,A28,D44
36579,AS,318,SEA,SFO,2024-07-10 11:18:00,2024-07-10 13:23:00,A34,C40
36580,UA,239,LAX,SFO,2024-07-10 10:08:00,2024-07-10 11:32:00,C20,D4
36581,DL,2559,SFO,ATL,2024-07-10 09:53:00,2024-07-10 17:23:00,C21,E47
36582,UA,1993,SFO,IAD,2024-07-10 10:00:00,2024-07-10 18:03:00,C23,A27
36583,AA,2356,ORD,SFO,2024-07-10 10:28:00,2024-07-10 13:27:00,E27,D21
36584,VX,751,SFO,SAN,2024-07-10 10:10:00,2024-07-10 11:35:00,B39,B36
36585,AA,2438,LAX,SFO,2024-07-10 10:54:00,2024-07-10 12:49:00,E37,C28
36586,AA,433,PHX,SFO,2024-07-10 11:22:00,2024-07-10 13:45:00,C10,D46
36587,AA,672,PHL,SFO,2024-07-10 11:20:00,2024-07-10 14:17:00,C34,B10
36588,B6,534,SFO,BOS,2024-07-10 10:28:00,2024-07-10 18:51:00,B44,A30
36589,OO,5637,BFL,SFO,2024-07-10 12:10:00,2024-07-10 13:49:00,E39,A10
36590,WN,910,SFO,STL,2024-07-10 11:47:00,2024-07-10 17:24:00,D40,E12
36591,UA,1531,SEA,SFO,2024-07-10 12:01:00,2024-07-10 14:08:00,A49,B21
36592,UA,1558,IAD,SFO,2024-07-10 11:14:00,2024-07-10 14:22:00,C15,A41
36593,OO,5543,BOI,SFO,2024-07-10 11:46:00,2024-07-10 12:33:00,D18,C46
36594,OO,6267,SFO,MRY,2024-07-10 12:33:00,2024-07-10 13:16:00,E37,E23
36595,OO,6286,SBA,SFO,2024-07-10 11:48:00,2024-07-10 13:14:00,B25,C6
36596,B6,615,JFK,SFO,2024-07-10 11:41:00,2024-07-10 15:01:00,C44,E31
36597,UA,1526,SFO,SEA,2024-07-10 11:40:00,2024-07-10 13:40:00,C35,B38
36598,UA,1122,SFO,HNL,2024-07-10 10:57:00,2024-07-10 13:24:00,C26,B4
36599,UA,1415,SFO,PDX,2024-07-10 11:00:00,2024-07-10 12:42:00,B25,E21
36600,UA,1062,SFO,MSP,2024-07-10 11:11:00,2024-07-10 16:50:00,D9,C20
36601,DL,1680,ATL,SFO,2024-07-10 12:52:00,2024-07-10 14:39:00,B7,E50
36602,AA,1145,SFO,ORD,2024-07-10 11:06:00,2024-07-10 17:13:00,A44,A5
36603,B6,316,SFO,JFK,2024-07-10 11:38:00,2024-07-10 20:06:00,E1,D46
36604,DL,1583,SFO,JFK,2024-07-10 11:19:00,2024-07-10 19:42:00,B38,E29
36605,WN,277,SFO,MDW,2024-07-10 11:23:00,2024-07-10 17:17:00,E35,C31
36606,VX,218,SFO,AUS,2024-07-10 11:24:00,2024-07-10 17:00:00,B41,E2
36607,VX,204,SFO,ORD,2024-07-10 11:34:00,2024-07-10 17:48:00,B6,C5
36608,AS,306,SEA,SFO,2024-07-10 13:22:00,2024-07-10 15:35:00,E41,E13
36609,WN,4573,SFO,LAX,2024-07-10 12:53:00,2024-07-10 14:03:00,A26,D18
36610,UA,788,SFO,BOS,2024-07-10 11:43:00,2024-07-10 20:16:00,E37,A42
36611,OO,5199,SFO,SLC,2024-07-10 13:34:00,2024-07-10 16:23:00,B15,A30
36612,AA,2207,SFO,DFW,2024-07-10 13:00:00,2024-07-10 18:28:00,E32,D38
36613,UA,766,JFK,SFO,2024-07-10 11:59:00,2024-07-10 15:14:00,C19,B40
36614,OO,6440,LAX,SFO,2024-07-10 12:00:00,2024-07-10 13:27:00,C42,A16
36615,UA,1668,SFO,ORD,2024-07-10 13:05:00,2024-07-10 19:01:00,A45,A7
36616,WN,581,LAX,SFO,2024-07-10 12:58:00,2024-07-10 14:08:00,A43,E7
36617,UA,312,ORD,SFO,2024-07-10 12:27:00,2024-07-10 15:08:00,E30,E28
36618,B6,1435,SFO,LGB,2024-07-10 12:52:00,2024-07-10 14:13:00,B46,C19
36619,VX,903,LAS,SFO,2024-07-10 13:31:00,2024-07-10 15:32:00,B32,B50
36620,WN,3845,SFO,SAN,2024-07-10 12:42:00,2024-07-10 14:09:00,B20,D23
36621,OO,6493,SFO,MFR,2024-07-10 13:36:00,2024-07-10 14:58:00,B29,D15
36622,AS,305,SFO,SEA,2024-07-10 14:19:00,2024-07-10 16:19:00,E49,C42
36623,OO,6476,SLC,SFO,2024-07-10 13:44:00,2024-07-10 14:51:00,D25,B29
36624,DL,2520,SFO,DTW,2024-07-10 14:10:00,2024-07-10 21:27:00,C25,D36
36625,OO,5591,PHX,SFO,2024-07-10 13:43:00,2024-07-10 15:58:00,A26,B30
36626,VX,714,SFO,DAL,2024-07-10 14:21:00,2024-07-10 19:36:00,A30,C30
36627,UA,1957,SFO,MCO,2024-07-10 15:28:00,2024-07-10 23:37:00,D29,D39
36628,UA,611,ORD,SFO,2024-07-10 13:28:00,2024-07-10 16:14:00,D23,E32
36629,VX,910,SFO,LAS,2024-07-10 14:32:00,2024-07-10 15:55:00,A38,B3
36630,OO,6484,SFO,SBA,2024-07-10 14:10:00,2024-07-10 15:07:00,B26,B10
36631,WN,4662,LAX,SFO,2024-07-10 15:33:00,2024-07-10 16:45:00,A44,E33
36632,OO,6398,EUG,SFO,2024-07-10 14:02:00,2024-07-10 15:32:00,C42,C24
36633,AA,407,PHX,SFO,2024-07-10 13:55:00,2024-07-10 15:59:00,C29,C34
36634,OO,6282,MSO,SFO,2024-07-10 17:27:00,2024-07-10 18:42:00,A44,E31
36635,UA,1178,SFO,PDX,2024-07-10 14:05:00,2024-07-10 15:39:00,B33,D9
36636,AA,241,ORD,SFO,2024-07-10 13:57:00,2024-07-10 16:37:00,E30,A6
36637,DL,1880,ATL,SFO,2024-07-10 14:30:00,2024-07-10 16:19:00,B19,B14
36638,UA,1182,SFO,LAX,2024-07-10 14:13:00,2024-07-10 15:33:00,A15,E34
36639,VX,959,SAN,SFO,2024-07-10 14:58:00,2024-07-10 16:20:00,C20,A7
36640,VX,744,SFO,SEA,2024-07-10 14:37:00,2024-07-10 16:32:00,C25,E35
36641,DL,480,JFK,SFO,2024-07-10 14:52:00,2024-07-10 18:09:00,E30,E30
36642,F9,659,DEN,SFO,2024-07-10 15:17:00,2024-07-10 16:50:00,C29,D16
36643,WN,3934,SAN,SFO,2024-07-10 15:48:00,2024-07-10 17:12:00,B6,A21
36644,OO,5207,SFO,SAN,2024-07-10 14:43:00,2024-07-10 16:15:00,A14,D21
36645,OO,5594,SFO,SEA,2024-07-10 15:39:00,2024-07-10 17:52:00,E6,B4
36646,OO,6454,SAN,SFO,2024-07-10 15:37:00,2024-07-10 17:15:00,A2,C23
36647,UA,1401,IAD,SFO,2024-07-10 15:03:00,2024-07-10 18:21:00,C19,C21
36648,OO,4988,LAX,SFO,2024-07-10 15:02:00,2024-07-10 16:24:00,A39,E20
36649,VX,26,SFO,JFK,2024-07-10 16:46:00,2024-07-11 01:16:00,B40,B40
36650,AA,85,JFK,SFO,2024-07-10 15:36:00,2024-07-10 19:06:00,C10,E40
36651,AA,2475,ORD,SFO,2024-07-10 15:29:00,2024-07-10 18:51:00,E6,D23
36652,UA,1916,SFO,DEN,2024-07-10 15:47:00,2024-07-10 19:21:00,C21,B42
36653,WN,4751,SFO,SAN,2024-07-10 17:17:00,2024-07-10 18:39:00,D39,C14
36654,UA,1197,ANC,SFO,2024-07-10 15:51:00,2024-07-10 21:23:00,B28,C29
36655,F9,1365,PHX,SFO,2024-07-10 15:58:00,2024-07-10 17:55:00,A20,C37
36656,VX,210,SFO,ORD,2024-07-10 15:58:00,2024-07-10 22:06:00,E2,C25
36657,UA,444,SFO,BOS,2024-07-10 16:01:00,2024-07-11 00:26:00,E49,B17
36658,OO,6270,SFO,RNO,2024-07-10 17:00:00,2024-07-10 18:01:00,C42,D11
36659,OO,5206,SAT,SFO,2024-07-10 16:10:00,2024-07-10 18:23:00,A22,B49
36660,UA,1674,SFO,EWR,2024-07-10 17:13:00,2024-07-11 01:26:00,C34,C33
36661,VX,353,BOS,SFO,2024-07-10 18:04:00,2024-07-10 21:22:00,D31,D44
36662,UA,1517,PDX,SFO,2024-07-10 16:27:00,2024-07-10 18:22:00,A45,E37
36663,AA,2029,CLT,SFO,2024-07-10 16:56:00,2024-07-10 19:17:00,A11,B26
36664,OO,4573,SFO,SLC,2024-07-10 16:36:00,2024-07-10 19:21:00,B34,C31
36665,B6,1436,LGB,SFO,2024-07-10 17:39:00,2024-07-10 19:07:00,C39,D14
36666,AA,37,DFW,SFO,2024-07-10 17:27:00,2024-07-10 19:11:00,B37,E12
36667,AA,2352,SFO,DFW,2024-07-10 17:39:00,2024-07-10 22:58:00,D46,E15
36668,DL,2758,SFO,LAX,2024-07-10 18:19:00,2024-07-10 19:55:00,C21,E22
36669,OO,6301,SFO,EUG,2024-07-10 20:13:00,2024-07-10 21:47:00,C44,E19
36670,AS,337,PSP,SFO,2024-07-10 18:18:00,2024-07-10 20:03:00,C33,B3
36671,WN,3951,STL,SFO,2024-07-10 18:36:00,2024-07-10 20:43:00,D37,C12
36672,OO,5302,SMF,SFO,2024-07-10 17:25:00,2024-07-10 18:18:00,B9,B2
36673,AA,1540,SFO,ORD,2024-07-10 17:26:00,2024-07-10 23:19:00,B28,B2
36674,WN,689,SFO,SNA,2024-07-10 18:00:00,2024-07-10 19:14:00,C32,D35
36675,OO,6352,BOI,SFO,2024-07-10 18:10:00,2024-07-10 18:50:00,B26,B34
36676,UA,427,SFO,OGG,2024-07-10 17:45:00,2024-07-10 20:04:00,E31,D48
36677,UA,644,IAD,SFO,2024-07-10 17:59:00,2024-07-10 20:42:00,D20,E27
36678,VX,221,AUS,SFO,2024-07-10 18:18:00,2024-07-10 20:03:00,B2,B33
36679,WN,2959,DEN,SFO,2024-07-10 17:50:00,2024-07-10 19:15:00,E27,D16
36680,OO,5528,RNO,SFO,2024-07-10 17:52:00,2024-07-10 18:54:00,A6,E41
36681,AA,1799,CLT,SFO,2024-07-10 18:29:00,2024-07-10 21:18:00,C45,A19
36682,UA,1958,ORD,SFO,2024-07-10 19:27:00,2024-07-10 21:53:00,E45,A13
36683,VX,938,SFO,LAX,2024-07-10 19:27:00,2024-07-10 20:48:00,C28,B1
36684,B6,188,SFO,LAS,2024-07-10 19:48:00,2024-07-10 21:09:00,D26,C45
36685,UA,569,SFO,AUS,2024-07-10 19:39:00,2024-07-11 01:15:00,A30,E34
36686,UA,864,DEN,SFO,2024-07-10 19:25:00,2024-07-10 21:00:00,A20,C28
36687,AA,1393,DFW,SFO,2024-07-10 18:57:00,2024-07-10 21:17:00,E24,B25
36688,WN,4037,SAN,SFO,2024-07-10 18:55:00,2024-07-10 20:32:00,A48,D26
36689,OO,5161,SFO,SLC,2024-07-10 19:01:00,2024-07-10 21:42:00,B28,B5
36690,UA,741,ORD,SFO,2024-07-10 20:02:00,2024-07-10 22:22:00,C20,A15
36691,UA,995,PDX,SFO,2024-07-10 18:50:00,2024-07-10 20:49:00,C49,B23
36692,UA,1670,SFO,HNL,2024-07-10 19:21:00,2024-07-10 21:30:00,D11,D13
36693,VX,759,SEA,SFO,2024-07-10 20:19:00,2024-07-10 22:20:00,D24,D9
36694,UA,1517,SFO,SAN,2024-07-10 20:18:00,2024-07-10 21:48:00,A50,B7
36695,AS,337,SFO,SEA,2024-07-10 20:34:00,2024-07-10 22:34:00,E47,D16
36696,VX,942,SFO,LAX,2024-07-10 20:50:00,2024-07-10 22:18:00,B4,C13
36697,VX,260,SFO,LAS,2024-07-10 20:59:00,2024-07-10 22:30:00,A48,E21
36698,B6,277,FLL,SFO,2024-07-10 21:08:00,2024-07-10 23:55:00,C8,B22
36699,DL,2783,LAX,SFO,2024-07-10 20:03:00,2024-07-10 21:16:00,B28,B21
36700,WN,2959,SFO,LAS,2024-07-10 19:59:00,2024-07-10 21:20:00,D39,B44
36701,UA,1247,LAX,SFO,2024-07-10 20:00:00,2024-07-10 21:22:00,B40,E6
36702,OO,6293,ACV,SFO,2024-07-10 20:04:00,2024-07-10 21:07:00,E15,E26
36703,WN,135,SFO,DEN,2024-07-10 21:16:00,2024-07-11 00:34:00,D49,A14
36704,WN,4929,SFO,LAX,2024-07-10 22:00:00,2024-07-10 23:12:00,A3,C38
36705,AA,436,PHX,SFO,2024-07-10 20:43:00,2024-07-10 22:37:00,D43,A26
36706,AA,1183,DFW,SFO,2024-07-10 20:54:00,2024-07-10 22:41:00,D3,B28
36707,B6,1415,JFK,SFO,2024-07-10 21:16:00,2024-07-11 00:41:00,C11,C3
36708,AA,635,SFO,PHX,2024-07-10 21:01:00,2024-07-10 22:59:00,C38,C34
36709,UA,691,SFO,SAN,2024-07-10 21:29:00,2024-07-10 23:04:00,E41,B47
36710,B6,834,SFO,BOS,2024-07-10 21:54:00,2024-07-11 06:25:00,E7,A15
36711,F9,1245,ORD,SFO,2024-07-10 21:02:00,2024-07-10 23:35:00,A33,B8
36712,UA,1038,SFO,LAS,2024-07-10 21:30:00,2024-07-10 22:56:00,E49,B46
36713,VX,182,SFO,EWR,2024-07-10 21:32:00,2024-07-11 05:50:00,B47,C2
36714,VX,947,LAX,SFO,2024-07-10 22:20:00,2024-07-10 23:27:00,E29,E40
36715,DL,935,DTW,SFO,2024-07-10 22:08:00,2024-07-11 00:10:00,A26,A36
36716,WN,537,LAS,SFO,2024-07-10 22:28:00,2024-07-10 23:48:00,C34,E24
36717,WN,50,SFO,LAS,2024-07-10 23:19:00,2024-07-11 00:44:00,C5,B33
36718,UA,1975,SFO,FLL,2024-07-10 22:26:00,2024-07-11 06:46:00,A5,C14
36719,UA,824,SFO,JFK,2024-07-10 22:31:00,2024-07-11 07:05:00,D15,C8
36720,OO,5600,SFO,MFR,2024-07-10 22:31:00,2024-07-11 00:02:00,C37,D22
36721,DL,1894,SFO,CVG,2024-07-10 23:24:00,2024-07-11 06:33:00,B40,B5
36722,OO,5443,SFO,RDD,2024-07-10 23:22:00,2024-07-11 00:24:00,E29,A41
36723,UA,1699,SFO,ATL,2024-07-10 23:04:00,2024-07-11 06:39:00,A10,B24
36724,UA,1728,SFO,LAS,2024-07-10 22:52:00,2024-07-11 00:22:00,B22,E39
36725,AA,18,SFO,JFK,2024-07-10 22:49:00,2024-07-11 07:10:00,E26,C30
36726,DL,1152,HNL,SFO,2024-07-10 22:50:00,2024-07-11 06:57:00,D50,D6
36727,UA,355,SFO,IAD,2024-07-10 23:58:00,2024-07-11 07:49:00,E5,E8
36728,AA,1758,SFO,PHL,2024-07-11 00:20:00,2024-07-11 08:34:00,D20,E2
36729,WN,52,SFO,LAS,2024-07-11 05:48:00,2024-07-11 07:10:00,B7,B27
36730,AA,1817,SFO,CLT,2024-07-11 05:58:00,2024-07-11 14:00:00,B21,B29
36731,UA,1950,MCO,SFO,2024-07-11 06:03:00,2024-07-11 10:57:00,A46,C17
36732,UA,267,PHX,SFO,2024-07-11 05:50:00,2024-07-11 07:57:00,E31,E42
36733,F9,660,SFO,DEN,2024-07-11 05:54:00,2024-07-11 09:22:00,E43,A32
36734,OO,5260,MFR,SFO,2024-07-11 05:49:00,2024-07-11 07:16:00,C33,A42
36735,OO,5456,RDM,SFO,2024-07-11 05:59:00,2024-07-11 07:27:00,A24,E8
36736,UA,1678,IAH,SFO,2024-07-11 06:14:00,2024-07-11 08:12:00,D6,B5
36737,F9,1107,IAH,SFO,2024-07-11 06:08:00,2024-07-11 08:06:00,C8,E35
36738,OO,4975,STL,SFO,2024-07-11 06:31:00,2024-07-11 08:47:00,B11,E28
36739,OO,6241,OKC,SFO,2024-07-11 06:00:00,2024-07-11 07:26:00,E38,C17
36740,DL,1210,SFO,ATL,2024-07-11 06:07:00,2024-07-11 13:24:00,A29,C36
36741,DL,1859,SFO,JFK,2024-07-11 06:05:00,2024-07-11 14:35:00,C33,D31
